"block","word","wd_int_syl_str","tar_syl_str","tar_syl","wd_status","matching","lemma","first_3","item_type","corrAns"
"block37","sunsanso","CVC","CV","ca","nonword","mismatch","cam","sun","filler07","None"
"block37","sutmido","CVC","CV","ca","nonword","mismatch","cam","sut","filler08","None"
"block37","fuztancia","CVC","CV","ca","nonword","mismatch","cam","fuz","filler09","None"
"block38","camofa","CV","CVC","cam","nonword","mismatch","cam","cam","critical","1.0"
"block38","devillo","CV","CVC","cam","nonword","mismatch","cam","dev","filler01","None"
"block38","nencida","CVC","CVC","cam","nonword","match","cam","nen","filler02","None"
"block38","pirijuo","CV","CVC","cam","nonword","mismatch","cam","pir","filler03","None"
"block38","bercillo","CVC","CVC","cam","nonword","match","cam","ber","filler04","None"
"block38","penvalla","CVC","CVC","cam","nonword","match","cam","pen","filler05","None"
"block38","voltura","CVC","CVC","cam","nonword","match","cam","vol","filler06","None"
"block38","foscillo","CVC","CVC","cam","nonword","match","cam","fos","filler07","None"
"block38","febago","CV","CVC","cam","nonword","mismatch","cam","feb","filler08","None"
"block38","lercuente","CVC","CVC","cam","nonword","match","cam","ler","filler09","None"
"block39","cambena","CVC","CV","ca","nonword","mismatch","cam","cam","critical","1.0"
"block39","depite","CV","CV","ca","nonword","match","cam","dep","filler01","None"
"block39","neteno","CV","CV","ca","nonword","match","cam","net","filler02","None"
"block39","nenedo","CV","CV","ca","nonword","match","cam","nen","filler03","None"
"block39","dedioro","CV","CV","ca","nonword","match","cam","ded","filler04","None"
"block39","sobvondo","CVC","CV","ca","nonword","mismatch","cam","sob","filler05","None"
"block39","tunruja","CVC","CV","ca","nonword","mismatch","cam","tun","filler06","None"
"block39","sunsanso","CVC","CV","ca","nonword","mismatch","cam","sun","filler07","None"
"block39","sutmido","CVC","CV","ca","nonword","mismatch","cam","sut","filler08","None"
"block39","tituila","CV","CV","ca","nonword","match","cam","tit","filler09","None"
"block40","cambena","CVC","CVC","cam","nonword","match","cam","cam","critical","1.0"
"block40","devillo","CV","CVC","cam","nonword","mismatch","cam","dev","filler01","None"
"block40","nencida","CVC","CVC","cam","nonword","match","cam","nen","filler02","None"
"block40","pirijuo","CV","CVC","cam","nonword","mismatch","cam","pir","filler03","None"
"block40","bercillo","CVC","CVC","cam","nonword","match","cam","ber","filler04","None"
"block40","penvalla","CVC","CVC","cam","nonword","match","cam","pen","filler05","None"
"block40","voltura","CVC","CVC","cam","nonword","match","cam","vol","filler06","None"
"block40","dilisia","CV","CVC","cam","nonword","mismatch","cam","dil","filler07","None"
"block40","febago","CV","CVC","cam","nonword","mismatch","cam","feb","filler08","None"
"block40","lercuente","CVC","CVC","cam","nonword","match","cam","ler","filler09","None"
"block41","culebra","CV","CV","cu","word","match","cul","cul","critical","1.0"
"block41","pintura","CVC","CV","cu","word","mismatch","cul","pin","filler01","None"
"block41","sarmiento","CVC","CV","cu","word","mismatch","cul","sar","filler02","None"
"block41","verdura","CVC","CV","cu","word","mismatch","cul","ver","filler03","None"
"block41","tobillo","CV","CV","cu","word","match","cul","tob","filler04","None"
"block41","vertiente","CVC","CV","cu","word","mismatch","cul","ver","filler05","None"
"block41","tarjeta","CVC","CV","cu","word","mismatch","cul","tar","filler06","None"
"block41","fijeza","CV","CV","cu","word","match","cul","fij","filler07","None"
"block41","tesoro","CV","CV","cu","word","match","cul","tes","filler08","None"
"block41","teniente","CV","CV","cu","word","match","cul","ten","filler09","None"
"block42","culebra","CV","CVC","cul","word","mismatch","cul","cul","critical","1.0"
"block42","zarzuela","CVC","CVC","cul","word","match","cul","zar","filler01","None"
"block42","perchero","CVC","CVC","cul","word","match","cul","per","filler02","None"
"block42","perfidia","CVC","CVC","cul","word","match","cul","per","filler03","None"
"block42","persiana","CVC","CVC","cul","word","match","cul","per","filler04","None"
"block42","barbilla","CVC","CVC","cul","word","match","cul","bar","filler05","None"
"block42","viraje","CV","CVC","cul","word","mismatch","cul","vir","filler06","None"
"block42","redada","CV","CVC","cul","word","mismatch","cul","red","filler07","None"
"block42","naranjo","CV","CVC","cul","word","mismatch","cul","nar","filler08","None"
"block42","navaja","CV","CVC","cul","word","mismatch","cul","nav","filler09","None"
"block43","culpable","CVC","CV","cu","word","mismatch","cul","cul","critical","1.0"
"block43","pimiento","CV","CV","cu","word","match","cul","pim","filler01","None"
"block43","sarmiento","CVC","CV","cu","word","mismatch","cul","sar","filler02","None"
"block43","verdura","CVC","CV","cu","word","mismatch","cul","ver","filler03","None"
"block43","tobillo","CV","CV","cu","word","match","cul","tob","filler04","None"
"block43","vertiente","CVC","CV","cu","word","mismatch","cul","ver","filler05","None"
"block43","tarjeta","CVC","CV","cu","word","mismatch","cul","tar","filler06","None"
"block43","fijeza","CV","CV","cu","word","match","cul","fij","filler07","None"
"block43","tesoro","CV","CV","cu","word","match","cul","tes","filler08","None"
"block43","teniente","CV","CV","cu","word","match","cul","ten","filler09","None"
"block44","culpable","CVC","CVC","cul","word","match","cul","cul","critical","1.0"
"block44","zarzuela","CVC","CVC","cul","word","match","cul","zar","filler01","None"
"block44","perchero","CVC","CVC","cul","word","match","cul","per","filler02","None"
"block44","nevera","CV","CVC","cul","word","mismatch","cul","nev","filler03","None"
"block44","persiana","CVC","CVC","cul","word","match","cul","per","filler04","None"
"block44","barbilla","CVC","CVC","cul","word","match","cul","bar","filler05","None"
"block44","viraje","CV","CVC","cul","word","mismatch","cul","vir","filler06","None"
"block44","redada","CV","CVC","cul","word","mismatch","cul","red","filler07","None"
"block44","naranjo","CV","CVC","cul","word","mismatch","cul","nar","filler08","None"
"block44","navaja","CV","CVC","cul","word","mismatch","cul","nav","filler09","None"
"block45","culitra","CV","CV","cu","nonword","match","cul","cul","critical","1.0"
"block45","nesedo","CV","CV","cu","nonword","match","cul","nes","filler01","None"
"block45","dosgiente","CVC","CV","cu","nonword","mismatch","cul","dos","filler02","None"
"block45","varime","CV","CV","cu","nonword","match","cul","var","filler03","None"
"block45","fantarna","CVC","CV","cu","nonword","mismatch","cul","fan","filler04","None"
"block45","norita","CV","CV","cu","nonword","match","cul","nor","filler05","None"
"block45","permaza","CVC","CV","cu","nonword","mismatch","cul","per","filler06","None"
"block45","dipona","CV","CV","cu","nonword","match","cul","dip","filler07","None"
"block45","fangurdo","CVC","CV","cu","nonword","mismatch","cul","fan","filler08","None"
"block45","manvera","CVC","CV","cu","nonword","mismatch","cul","man","filler09","None"
"block46","culseble","CVC","CVC","cul","nonword","match","cul","cul","critical","1.0"
"block46","nesedo","CV","CVC","cul","nonword","mismatch","cul","nes","filler01","None"
"block46","deñalla","CV","CVC","cul","nonword","mismatch","cul","deñ","filler02","None"
"block46","varime","CV","CVC","cul","nonword","mismatch","cul","var","filler03","None"
"block46","fantarna","CVC","CVC","cul","nonword","match","cul","fan","filler04","None"
"block46","norita","CV","CVC","cul","nonword","mismatch","cul","nor","filler05","None"
"block46","permaza","CVC","CVC","cul","nonword","match","cul","per","filler06","None"
"block46","dipona","CV","CVC","cul","nonword","mismatch","cul","dip","filler07","None"
"block46","fangurdo","CVC","CVC","cul","nonword","match","cul","fan","filler08","None"
"block46","manvera","CVC","CVC","cul","nonword","match","cul","man","filler09","None"
"block47","culitra","CV","CV","cu","nonword","match","cul","cul","critical","1.0"
"block47","deñalla","CV","CV","cu","nonword","match","cul","deñ","filler01","None"
"block47","tidencio","CV","CV","cu","nonword","match","cul","tid","filler02","None"
"block47","banfalla","CVC","CV","cu","nonword","mismatch","cul","ban","filler03","None"
"block47","sitena","CV","CV","cu","nonword","match","cul","sit","filler04","None"
"block47","senrera","CVC","CV","cu","nonword","mismatch","cul","sen","filler05","None"
"block47","bitena","CV","CV","cu","nonword","match","cul","bit","filler06","None"
"block47","torsenza","CVC","CV","cu","nonword","mismatch","cul","tor","filler07","None"
"block47","tarbenga","CVC","CV","cu","nonword","mismatch","cul","tar","filler08","None"
"block47","nastallo","CVC","CV","cu","nonword","mismatch","cul","nas","filler09","None"
"block48","culseble","CVC","CVC","cul","nonword","match","cul","cul","critical","1.0"
"block48","dosgiente","CVC","CVC","cul","nonword","match","cul","dos","filler01","None"
"block48","tidencio","CV","CVC","cul","nonword","mismatch","cul","tid","filler02","None"
"block48","banfalla","CVC","CVC","cul","nonword","match","cul","ban","filler03","None"
"block48","sitena","CV","CVC","cul","nonword","mismatch","cul","sit","filler04","None"
"block48","senrera","CVC","CVC","cul","nonword","match","cul","sen","filler05","None"
"block48","bitena","CV","CVC","cul","nonword","mismatch","cul","bit","filler06","None"
"block48","torsenza","CVC","CVC","cul","nonword","match","cul","tor","filler07","None"
"block48","midena","CV","CVC","cul","nonword","mismatch","cul","mid","filler08","None"
"block48","gifema","CV","CVC","cul","nonword","mismatch","cul","gif","filler09","None"
"block49","moneda","CV","CV","mo","word","match","mon","mon","critical","1.0"
"block49","submundo","CVC","CV","mo","word","mismatch","mon","sub","filler01","None"
"block49","laxante","CV","CV","mo","word","match","mon","lax","filler02","None"
"block49","vislumbre","CVC","CV","mo","word","mismatch","mon","vis","filler03","None"
"block49","salchicha","CVC","CV","mo","word","mismatch","mon","sal","filler04","None"
"block49","lectura","CVC","CV","mo","word","mismatch","mon","lec","filler05","None"
"block49","cigarro","CV","CV","mo","word","match","mon","cig","filler06","None"
"block49","resabio","CV","CV","mo","word","match","mon","res","filler07","None"
"block49","rapiña","CV","CV","mo","word","match","mon","rap","filler08","None"
"block49","barbecho","CVC","CV","mo","word","mismatch","mon","bar","filler09","None"
"block50","moneda","CV","CVC","mon","word","mismatch","mon","mon","critical","1.0"
"block50","tesina","CV","CVC","mon","word","mismatch","mon","tes","filler01","None"
"block50","bufete","CV","CVC","mon","word","mismatch","mon","buf","filler02","None"
"block50","deltoides","CVC","CVC","mon","word","match","mon","del","filler03","None"
"block50","talante","CV","CVC","mon","word","mismatch","mon","tal","filler04","None"
"block50","rabillo","CV","CVC","mon","word","mismatch","mon","rab","filler05","None"
"block50","farsante","CVC","CVC","mon","word","match","mon","far","filler06","None"
"block50","cordura","CVC","CVC","mon","word","match","mon","cor","filler07","None"
"block50","captura","CVC","CVC","mon","word","match","mon","cap","filler08","None"
"block50","tardanza","CVC","CVC","mon","word","match","mon","tar","filler09","None"
"block51","montaña","CVC","CV","mo","word","mismatch","mon","mon","critical","1.0"
"block51","submundo","CVC","CV","mo","word","mismatch","mon","sub","filler01","None"
"block51","laxante","CV","CV","mo","word","match","mon","lax","filler02","None"
"block51","vislumbre","CVC","CV","mo","word","mismatch","mon","vis","filler03","None"
"block51","salchicha","CVC","CV","mo","word","mismatch","mon","sal","filler04","None"
"block51","lectura","CVC","CV","mo","word","mismatch","mon","lec","filler05","None"
"block51","tufillo","CV","CV","mo","word","match","mon","tuf","filler06","None"
"block51","resabio","CV","CV","mo","word","match","mon","res","filler07","None"
"block51","rapiña","CV","CV","mo","word","match","mon","rap","filler08","None"
"block51","tesina","CV","CV","mo","word","match","mon","tes","filler09","None"
"block52","montaña","CVC","CVC","mon","word","match","mon","mon","critical","1.0"
"block52","barbecho","CVC","CVC","mon","word","match","mon","bar","filler01","None"
"block52","bufete","CV","CVC","mon","word","mismatch","mon","buf","filler02","None"
"block52","deltoides","CVC","CVC","mon","word","match","mon","del","filler03","None"
"block52","batuta","CV","CVC","mon","word","mismatch","mon","bat","filler04","None"
"block52","rabillo","CV","CVC","mon","word","mismatch","mon","rab","filler05","None"
"block52","vaquilla","CV","CVC","mon","word","mismatch","mon","vaq","filler06","None"
"block52","piropo","CV","CVC","mon","word","mismatch","mon","pir","filler07","None"
"block52","gorjeo","CVC","CVC","mon","word","match","mon","gor","filler08","None"
"block52","balbina","CVC","CVC","mon","word","match","mon","bal","filler09","None"
"block53","moniga","CV","CV","mo","nonword","match","mon","mon","critical","1.0"
"block53","hicuila","CV","CV","mo","nonword","match","mon","hic","filler01","None"
"block53","lisnombre","CVC","CV","mo","nonword","mismatch","mon","lis","filler02","None"
"block53","tecillo","CV","CV","mo","nonword","match","mon","tec","filler03","None"
"block53","pargaza","CVC","CV","mo","nonword","mismatch","mon","par","filler04","None"
"block53","tipallo","CV","CV","mo","nonword","match","mon","tip","filler05","None"
"block53","fernuera","CVC","CV","mo","nonword","mismatch","mon","fer","filler06","None"
"block53","rucilla","CV","CV","mo","nonword","match","mon","ruc","filler07","None"
"block53","viltancia","CVC","CV","mo","nonword","mismatch","mon","vil","filler08","None"
"block53","zuccancia","CVC","CV","mo","nonword","mismatch","mon","zuc","filler09","None"
"block54","moniga","CV","CVC","mon","nonword","mismatch","mon","mon","critical","1.0"
"block54","parvaza","CVC","CVC","mon","nonword","match","mon","par","filler01","None"
"block54","bascana","CVC","CVC","mon","nonword","match","mon","bas","filler02","None"
"block54","ternura","CVC","CVC","mon","nonword","match","mon","ter","filler03","None"
"block54","tarsallo","CVC","CVC","mon","nonword","match","mon","tar","filler04","None"
"block54","serpiente","CVC","CVC","mon","nonword","match","mon","ser","filler05","None"
"block54","reducto","CV","CVC","mon","nonword","mismatch","mon","red","filler06","None"
"block54","tarima","CV","CVC","mon","nonword","mismatch","mon","tar","filler07","None"
"block54","recado","CV","CVC","mon","nonword","mismatch","mon","rec","filler08","None"
"block54","sepulcro","CV","CVC","mon","nonword","mismatch","mon","sep","filler09","None"
"block55","monseña","CVC","CV","mo","nonword","mismatch","mon","mon","critical","1.0"
"block55","hicuila","CV","CV","mo","nonword","match","mon","hic","filler01","None"
"block55","lisnombre","CVC","CV","mo","nonword","mismatch","mon","lis","filler02","None"
"block55","tecillo","CV","CV","mo","nonword","match","mon","tec","filler03","None"
"block55","pargaza","CVC","CV","mo","nonword","mismatch","mon","par","filler04","None"
"block55","tipallo","CV","CV","mo","nonword","match","mon","tip","filler05","None"
"block55","fernuera","CVC","CV","mo","nonword","mismatch","mon","fer","filler06","None"
"block55","rucilla","CV","CV","mo","nonword","match","mon","ruc","filler07","None"
"block55","viltancia","CVC","CV","mo","nonword","mismatch","mon","vil","filler08","None"
"block55","sabiba","CV","CV","mo","nonword","match","mon","sab","filler09","None"
"block56","monseña","CVC","CVC","mon","nonword","match","mon","mon","critical","1.0"
"block56","parvaza","CVC","CVC","mon","nonword","match","mon","par","filler01","None"
"block56","recinto","CV","CVC","mon","nonword","mismatch","mon","rec","filler02","None"
"block56","ternura","CVC","CVC","mon","nonword","match","mon","ter","filler03","None"
"block56","tarsallo","CVC","CVC","mon","nonword","match","mon","tar","filler04","None"
"block56","serpiente","CVC","CVC","mon","nonword","match","mon","ser","filler05","None"
"block56","reducto","CV","CVC","mon","nonword","mismatch","mon","red","filler06","None"
"block56","tarima","CV","CVC","mon","nonword","mismatch","mon","tar","filler07","None"
"block56","recado","CV","CVC","mon","nonword","mismatch","mon","rec","filler08","None"
"block56","sepulcro","CV","CVC","mon","nonword","mismatch","mon","sep","filler09","None"
"block57","paloma","CV","CV","pa","word","match","pal","pal","critical","1.0"
"block57","gorguera","CVC","CV","pa","word","mismatch","pal","gor","filler01","None"
"block57","gorjeo","CVC","CV","pa","word","mismatch","pal","gor","filler02","None"
"block57","conducta","CVC","CV","pa","word","mismatch","pal","con","filler03","None"
"block57","vivero","CV","CV","pa","word","match","pal","viv","filler04","None"
"block57","fortuna","CVC","CV","pa","word","mismatch","pal","for","filler05","None"
"block57","cornada","CVC","CV","pa","word","mismatch","pal","cor","filler06","None"
"block57","regata","CV","CV","pa","word","match","pal","reg","filler07","None"
"block57","cigarra","CV","CV","pa","word","match","pal","cig","filler08","None"
"block57","giralda","CV","CV","pa","word","match","pal","gir","filler09","None"
"block58","paloma","CV","CVC","pal","word","mismatch","pal","pal","critical","1.0"
"block58","certeza","CVC","CVC","pal","word","match","pal","cer","filler01","None"
"block58","cordero","CVC","CVC","pal","word","match","pal","cor","filler02","None"
"block58","cordura","CVC","CVC","pal","word","match","pal","cor","filler03","None"
"block58","mordaza","CVC","CVC","pal","word","match","pal","mor","filler04","None"
"block58","mordisco","CVC","CVC","pal","word","match","pal","mor","filler05","None"
"block58","reguero","CV","CVC","pal","word","mismatch","pal","reg","filler06","None"
"block58","rudeza","CV","CVC","pal","word","mismatch","pal","rud","filler07","None"
"block58","gomina","CV","CVC","pal","word","mismatch","pal","gom","filler08","None"
"block58","ciruelo","CV","CVC","pal","word","mismatch","pal","cir","filler09","None"
"block59","palmera","CVC","CV","pa","word","mismatch","pal","pal","critical","1.0"
"block59","gorguera","CVC","CV","pa","word","mismatch","pal","gor","filler01","None"
"block59","tijera","CV","CV","pa","word","match","pal","tij","filler02","None"
"block59","conducta","CVC","CV","pa","word","mismatch","pal","con","filler03","None"
"block59","vivero","CV","CV","pa","word","match","pal","viv","filler04","None"
"block59","fortuna","CVC","CV","pa","word","mismatch","pal","for","filler05","None"
"block59","cornada","CVC","CV","pa","word","mismatch","pal","cor","filler06","None"
"block59","regata","CV","CV","pa","word","match","pal","reg","filler07","None"
"block59","cigarra","CV","CV","pa","word","match","pal","cig","filler08","None"
"block59","giralda","CV","CV","pa","word","match","pal","gir","filler09","None"
"block60","palmera","CVC","CVC","pal","word","match","pal","pal","critical","1.0"
"block60","certeza","CVC","CVC","pal","word","match","pal","cer","filler01","None"
"block60","cordero","CVC","CVC","pal","word","match","pal","cor","filler02","None"
"block60","fogata","CV","CVC","pal","word","mismatch","pal","fog","filler03","None"
"block60","mordaza","CVC","CVC","pal","word","match","pal","mor","filler04","None"
"block60","mordisco","CVC","CVC","pal","word","match","pal","mor","filler05","None"
"block60","reguero","CV","CVC","pal","word","mismatch","pal","reg","filler06","None"
"block60","rudeza","CV","CVC","pal","word","mismatch","pal","rud","filler07","None"
"block60","gomina","CV","CVC","pal","word","mismatch","pal","gom","filler08","None"
"block60","ciruelo","CV","CVC","pal","word","mismatch","pal","cir","filler09","None"
"block61","palura","CV","CV","pa","nonword","match","pal","pal","critical","1.0"
"block61","ricofo","CV","CV","pa","nonword","match","pal","ric","filler01","None"
"block61","rartanto","CVC","CV","pa","nonword","mismatch","pal","rar","filler02","None"
"block61","vifema","CV","CV","pa","nonword","match","pal","vif","filler03","None"
"block61","nundero","CVC","CV","pa","nonword","mismatch","pal","nun","filler04","None"
"block61","recoltre","CV","CV","pa","nonword","match","pal","rec","filler05","None"
"block61","tecterio","CVC","CV","pa","nonword","mismatch","pal","tec","filler06","None"
"block61","canfleco","CVC","CV","pa","nonword","mismatch","pal","can","filler07","None"
"block61","nidero","CV","CV","pa","nonword","match","pal","nid","filler08","None"
"block61","vinsenza","CVC","CV","pa","nonword","mismatch","pal","vin","filler09","None"
"block62","palbira","CVC","CVC","pal","nonword","match","pal","pal","critical","1.0"
"block62","ricofo","CV","CVC","pal","nonword","mismatch","pal","ric","filler01","None"
"block62","rartanto","CVC","CVC","pal","nonword","match","pal","rar","filler02","None"
"block62","vifema","CV","CVC","pal","nonword","mismatch","pal","vif","filler03","None"
"block62","nundero","CVC","CVC","pal","nonword","match","pal","nun","filler04","None"
"block62","recoltre","CV","CVC","pal","nonword","mismatch","pal","rec","filler05","None"
"block62","tecterio","CVC","CVC","pal","nonword","match","pal","tec","filler06","None"
"block62","canfleco","CVC","CVC","pal","nonword","match","pal","can","filler07","None"
"block62","nidero","CV","CVC","pal","nonword","mismatch","pal","nid","filler08","None"
"block62","bitero","CV","CVC","pal","nonword","mismatch","pal","bit","filler09","None"
"block63","palbira","CVC","CV","pa","nonword","mismatch","pal","pal","critical","1.0"
"block63","vinsenza","CVC","CV","pa","nonword","mismatch","pal","vin","filler01","None"
"block63","tudala","CV","CV","pa","nonword","match","pal","tud","filler02","None"
"block63","fivancia","CV","CV","pa","nonword","match","pal","fiv","filler03","None"
"block63","turquma","CVC","CV","pa","nonword","mismatch","pal","tur","filler04","None"
"block63","ruspina","CVC","CV","pa","nonword","mismatch","pal","rus","filler05","None"
"block63","detnana","CVC","CV","pa","nonword","mismatch","pal","det","filler06","None"
"block63","tifencio","CV","CV","pa","nonword","match","pal","tif","filler07","None"
"block63","ciroca","CV","CV","pa","nonword","match","pal","cir","filler08","None"
"block63","tocensia","CV","CV","pa","nonword","match","pal","toc","filler09","None"
"block64","palura","CV","CVC","pal","nonword","mismatch","pal","pal","critical","1.0"
"block64","bitero","CV","CVC","pal","nonword","mismatch","pal","bit","filler01","None"
"block64","tudala","CV","CVC","pal","nonword","mismatch","pal","tud","filler02","None"
"block64","fivancia","CV","CVC","pal","nonword","mismatch","pal","fiv","filler03","None"
"block64","turquma","CVC","CVC","pal","nonword","match","pal","tur","filler04","None"
"block64","ruspina","CVC","CVC","pal","nonword","match","pal","rus","filler05","None"
"block64","detnana","CVC","CVC","pal","nonword","match","pal","det","filler06","None"
"block64","tifencio","CV","CVC","pal","nonword","mismatch","pal","tif","filler07","None"
"block64","zurdado","CVC","CVC","pal","nonword","match","pal","zur","filler08","None"
"block64","sisluño","CVC","CVC","pal","nonword","match","pal","sis","filler09","None"
